,MEN_nmen,MEN_nmencomp,codecommune
7749,80,9,24242
7750,326,44,24243
7751,32,4,24244
7752,74,27,24245
7753,64,21,24246
7754,61,11,24247
7755,107,21,24248
7756,147,14,24251
7757,109,37,24252
7758,383,50,24253
7759,45,11,24254
7760,112,39,24255
7761,483,67,24256
7762,52,12,24257
7763,210,24,24259
7764,182,29,24260
7765,106,20,24261
7766,91,18,24262
7767,118,31,24263
7768,329,52,24264
7769,259,56,24266
7770,51,6,24267
7771,113,37,24268
7772,362,48,24269
7773,246,37,24271
7774,114,23,24272
7775,92,20,24273
7776,251,36,24274
7777,115,22,24276
7778,60,11,24277
7779,29,6,24278
7780,227,23,24280
7781,46,3,24281
7782,27,6,24282
7783,31,5,24284
7784,116,26,24285
7785,120,29,24286
7786,33,4,24287
7787,91,14,24288
7788,374,43,24289
7789,63,20,24290
7790,1040,120,24291
7791,103,24,24292
7792,63,14,24293
7793,1821,175,24294
7794,300,42,24295
7795,363,25,24296
7796,181,15,24297
7797,1206,86,24299
7798,76,33,24300
7799,103,24,24301
7800,115,32,24302
7801,119,18,24303
7802,282,39,24304
7803,99,29,24305
7804,43,6,24306
7805,55,15,24307
7806,200,29,24308
7807,1001,97,24309
7808,1346,112,24311
7809,640,82,24312
7810,152,21,24316
7811,74,33,24317
7812,73,13,24318
7813,139,39,24319
7814,417,96,24320
7815,171,34,24321
7816,13485,825,24322
7817,76,7,24323
7818,104,20,24324
7819,73,12,24325
7820,38,10,24326
7821,42,10,24327
7822,547,74,24328
7823,388,61,24329
7824,149,32,24330
7825,215,37,24331
7826,45,10,24334
7827,554,59,24335
7828,87,31,24336
7829,55,24,24337
7830,100,17,24338
7831,44,9,24339
7832,662,89,24340
7833,146,46,24341
7834,97,12,24345
7835,131,23,24346
7836,38,14,24347
7837,92,15,24348
7838,101,13,24349
7839,554,74,24350
7840,59,6,24351
7841,1381,125,24352
7842,142,18,24353
7843,943,99,24354
7844,121,29,24355
7845,494,72,24356
7846,84,10,24357
7847,34,5,24359
7848,88,15,24360
7849,78,11,24361
7850,259,39,24362
7851,82,30,24364
7852,57,13,24365
7853,99,38,24366
7854,74,12,24367
7855,431,78,24370
7856,111,33,24371
7857,1358,143,24372
7858,103,16,24373
7859,89,13,24374
7860,474,43,24376
7861,28,7,24377
7862,25,4,24378
7863,129,35,24379
7864,147,10,24380
7865,116,18,24381
7866,173,17,24382
7867,49,10,24383
7868,61,11,24385
7869,86,16,24386
7870,130,27,24388
7871,66,7,24390
7872,84,34,24392
7873,30,6,24393
7874,44,6,24394
7875,83,25,24395
7876,653,74,24396
7877,123,23,24397
7878,215,36,24398
7879,32,8,24399
7880,119,24,24401
7881,22,9,24403
7882,56,10,24404
7883,69,14,24405
7884,21,8,24406
7885,74,15,24407
7886,85,20,24408
7887,302,44,24409
7888,203,31,24410
7889,31,7,24411
7890,208,62,24412
7891,34,8,24413
7892,90,13,24414
7893,56,9,24415
7894,45,6,24416
7895,184,41,24417
7896,293,29,24418
7897,138,27,24419
7898,72,13,24420
7899,85,15,24421
7900,27,8,24422
7901,31,10,24423
7902,36,5,24424
7903,141,9,24425
7904,36,10,24426
7905,237,56,24428
7906,79,15,24429
7907,182,30,24432
7908,56,19,24434
7909,290,47,24436
7910,161,27,24437
7911,77,26,24438
7912,39,10,24441
7913,527,62,24442
7914,119,20,24443
7915,79,9,24444
7916,44,7,24445
7917,140,17,24448
7918,273,27,24449
7919,179,47,24450
7920,256,37,24451
7921,79,19,24452
7922,126,25,24453
7923,147,33,24454
7924,184,42,24455
7925,37,10,24456
7926,34,9,24457
7927,94,20,24458
7928,85,12,24459
7929,122,14,24460
7930,254,36,24461
7931,486,65,24462
7932,221,37,24463
7933,137,38,24464
7934,93,17,24465
7935,92,13,24466
7936,68,15,24468
7937,73,21,24470
7938,83,25,24471
7939,165,25,24472
7940,149,26,24473
7941,46,11,24474
7942,66,13,24476
7943,70,17,24477
7944,46,11,24478
7945,504,47,24479
7946,56,16,24480
7947,197,37,24481
7948,102,18,24482
7949,40,12,24483
7950,225,32,24484
7951,190,24,24485
7952,186,19,24486
7953,350,54,24487
7954,150,33,24488
7955,173,32,24489
7956,181,26,24490
7957,175,27,24491
7958,26,7,24492
7959,39,4,24493
7960,108,20,24494
7961,20,5,24495
7962,82,14,24496
7963,424,56,24498
7964,124,18,24499
7965,45,5,24500
7966,161,20,24501
7967,18,3,24502
7968,84,14,24504
7969,164,35,24505
7970,42,7,24507
7971,48,11,24508
7972,178,23,24509
7973,94,19,24510
7974,75,11,24511
7975,28,10,24512
7976,38,10,24513
7977,83,12,24514
7978,261,22,24515
7979,277,40,24516
7980,23,6,24517
7981,65,17,24518
7982,178,41,24519
7983,3183,350,24520
7984,171,27,24521
7985,196,45,24522
7986,134,26,24523
7987,30,7,24524
7988,56,11,24525
7989,258,42,24526
7990,243,36,24527
7991,49,9,24528
7992,53,12,24529
7993,46,11,24531
7994,55,10,24532
7995,38,5,24533
7996,189,28,24534
7997,53,12,24535
7998,40,5,24536
7999,77,13,24537
8000,312,31,24538
8001,295,51,24540
8002,37,7,24541
8003,21,8,24542
8004,338,51,24543
8005,71,29,24544
8006,38,11,24545
8007,1908,238,24547
8008,108,16,24548
8009,114,22,24549
8010,420,53,24550
8011,1353,139,24551
8012,71,19,24552
8013,441,72,24553
8014,121,20,24554
8015,245,41,24555
8016,1659,202,24557
8017,182,26,24558
8018,78,14,24559
8019,78,14,24562
8020,46,15,24563
8021,202,39,24564
8022,160,22,24565
8023,138,23,24566
8024,83,14,24567
8025,306,35,24568
8026,63,12,24569
8027,462,56,24571
8028,51,15,24572
8029,233,27,24573
8030,80,14,24574
8031,59,21,24575
8032,59,13,24576
8033,124,26,24577
8034,93,24,24580
8035,270,33,24581
8036,209,49,24582
8037,276,34,24584
8038,290,41,24585
8039,232,31,24586
8040,173,36,24587
8041,34,4,25001
8042,39,9,25002
8043,96,9,25003
8044,173,16,25004
8045,26,5,25005
8046,21,4,25006
8047,14,1,25007
8048,74,8,25008
8049,44,8,25009
8050,188,18,25011
8051,21,1,25012
8052,56,7,25013
8053,174,7,25014
8054,299,46,25015
8055,48,9,25016
8056,119,17,25018
8057,101,4,25019
8058,331,26,25020
8059,405,34,25021
8060,248,31,25022
8061,164,22,25024
8062,159,24,25025
8063,74,4,25026
8064,65,8,25029
8065,55,6,25030
8066,5568,582,25031
8067,50,5,25032
8068,153,15,25033
8069,79,5,25035
8070,345,27,25036
8071,49,5,25038
8072,188,22,25039
8073,275,17,25040
8074,50,13,25041
8075,38,5,25042
8076,547,48,25043
8077,24,5,25046
8078,1718,116,25047
8079,1014,76,25048
8080,16,2,25049
8081,49,5,25050
8082,187,24,25051
8083,15,0,25052
8084,28,8,25053
8085,76,5,25054
8086,36,2,25055
8087,40855,2407,25056
8088,2562,224,25057
8089,399,32,25058
8090,53,6,25059
8091,117,16,25060
8092,29,2,25061
8093,28,2,25062
8094,243,19,25063
8095,11,1,25065
8096,24,2,25066
8097,53,6,25067
8098,83,15,25070
8099,124,11,25071
8100,121,6,25073
8101,171,24,25074
8102,68,10,25075
8103,14,2,25077
8104,157,20,25078
8105,108,11,25079
8106,216,26,25082
8107,55,4,25083
8108,203,23,25084
8109,55,7,25085
8110,14,2,25086
8111,45,7,25087
8112,12,1,25088
8113,26,5,25089
8114,74,10,25091
8115,15,3,25092
8116,16,2,25093
8117,25,3,25094
8118,88,15,25095
8119,27,5,25096
8120,77,12,25097
8121,45,4,25098
8122,17,2,25099
8123,61,15,25100
8124,63,5,25101
8125,82,5,25103
8126,22,5,25104
8127,151,14,25105
8128,17,2,25106
8129,70,7,25107
8130,37,9,25108
8131,31,4,25109
8132,123,14,25110
8133,100,8,25111
8134,216,15,25112
8135,35,6,25113
8136,93,9,25114
8137,32,2,25115
8138,40,4,25116
8139,15,1,25117
8140,43,3,25119
8141,82,8,25120
8142,47,7,25121
8143,90,8,25122
8144,77,8,25124
8145,98,6,25125
8146,44,5,25126
8147,786,53,25127
8148,22,0,25129
8149,35,3,25131
8150,20,2,25132
8151,259,30,25133
8152,60,6,25136
8153,36,6,25138
8154,90,20,25139
8155,35,6,25141
8156,60,5,25142
8157,39,2,25143
8158,42,5,25145
8159,168,16,25147
8160,22,4,25148
8161,123,9,25149
8162,29,0,25150
8163,16,2,25151
8164,16,3,25152
8165,29,0,25153
8166,64,5,25154
8167,383,35,25156
8168,281,31,25157
8169,429,31,25159
8170,97,14,25160
8171,18,2,25162
8172,16,1,25163
8173,30,5,25164
8174,11,1,25166
8175,351,39,25170
8176,21,2,25171
8177,67,8,25173
8178,59,11,25174
8179,24,0,25175
8180,63,6,25176
8181,45,7,25177
8182,27,7,25178
8183,12,0,25179
8184,20,2,25180
8185,44,4,25181
8186,29,1,25182
8187,22,4,25183
8188,64,8,25184
8189,16,4,25185
8190,101,8,25186
8191,113,11,25187
8192,71,8,25188
8193,41,2,25189
8194,542,42,25190
8195,120,10,25191
8196,44,2,25192
8197,577,61,25193
8198,25,4,25194
8199,123,12,25195
8200,419,31,25196
8201,209,16,25197
8202,107,14,25198
8203,80,12,25199
8204,185,16,25200
8205,75,7,25201
8206,51,7,25202
8207,41,7,25203
8208,272,33,25204
8209,141,23,25207
8210,28,2,25208
8211,19,5,25209
8212,12,1,25210
8213,15,2,25211
8214,268,33,25212
8215,86,4,25213
8216,70,13,25214
8217,6,0,25215
8218,88,7,25216
8219,130,10,25217
8220,28,4,25218
8221,106,14,25219
8222,88,8,25220
8223,198,25,25222
8224,119,15,25223
8225,221,22,25224
8226,29,4,25225
8227,23,6,25226
8228,27,5,25227
8229,1447,117,25228
8230,79,16,25229
8231,1312,121,25230
8232,28,3,25231
8233,17,1,25232
8234,50,6,25233
8235,22,3,25234
8236,42,5,25235
8237,777,59,25237
8238,27,1,25238
8239,47,5,25239
8240,599,46,25240
8241,28,5,25241
8242,23,2,25242
8243,134,15,25243
8244,29,2,25244
8245,128,17,25245
8246,89,12,25246
8247,33,4,25247
8248,107,10,25248
8249,17,0,25251
8250,12,3,25252
8251,55,6,25253
8252,226,32,25254
8253,65,8,25255
8254,112,6,25256
8255,32,3,25257
8256,312,43,25258
8257,435,45,25259
8258,23,2,25261
8259,77,9,25262
8260,31,2,25263
8261,24,4,25264
8262,168,22,25265
8263,49,5,25266
8264,76,11,25267
8265,46,5,25268
8266,12,3,25269
8267,29,1,25270
8268,302,30,25271
8269,38,6,25273
8270,111,10,25274
8271,58,8,25275
8272,54,8,25276
8273,18,4,25277
8274,93,11,25278
8275,36,5,25279
8276,45,4,25280
8277,42,7,25281
8278,153,22,25282
8279,23,0,25283
8280,2115,144,25284
8281,315,36,25285
8282,33,3,25286
8283,244,21,25287
8284,102,7,25288
8285,26,2,25289
8286,23,2,25290
8287,110,13,25293
8288,34,2,25295
8289,225,12,25296
8290,15,2,25297
8291,24,3,25298
8292,26,5,25299
8293,39,5,25300
8294,151,23,25301
8295,28,3,25303
8296,1146,75,25304
8297,77,4,25305
8298,13,3,25306
8299,102,12,25307
8300,48,7,25308
8301,106,11,25309
8302,17,3,25310
8303,33,4,25311
8304,26,1,25312
8305,69,6,25313
8306,76,9,25314
8307,1141,99,25315
8308,50,6,25316
8309,100,8,25317
8310,283,22,25318
8311,174,17,25320
8312,1465,94,25321
8313,54,3,25322
8314,183,9,25323
8315,42,5,25324
8316,62,2,25325
8317,88,5,25326
8318,18,5,25327
8319,85,7,25328
8320,28,6,25330
8321,50,9,25331
8322,72,3,25332
8323,113,16,25333
8324,451,55,25334
8325,74,5,25335
8326,167,13,25336
8327,25,0,25338
8328,120,9,25339
8329,44,1,25340
8330,28,9,25341
8331,21,1,25342
8332,38,2,25343
8333,159,16,25345
8334,47,8,25346
8335,96,12,25347
8336,89,6,25348
8337,108,8,25349
8338,205,31,25350
8339,43,4,25351
8340,39,6,25354
8341,1351,95,25356
8342,123,11,25357
8343,35,4,25360
8344,91,15,25361
8345,198,15,25364
8346,90,12,25365
8347,24,5,25366
8348,2057,134,25367
8349,163,9,25368
8350,34,3,25369
8351,411,59,25370
8352,32,3,25371
8353,113,4,25372
8354,79,4,25374
8355,51,7,25375
8356,21,0,25376
8357,41,2,25377
8358,127,11,25378
8359,18,1,25379
8360,70,8,25380
8361,282,26,25381
8362,68,7,25382
8363,63,4,25383
8364,20,2,25384
8365,34,4,25385
8366,35,5,25386
8367,62,14,25387
8368,10189,450,25388
8369,17,2,25389
8370,46,8,25390
8371,46,7,25391
8372,30,4,25392
8373,189,17,25393
8374,178,21,25394
8375,267,18,25395
8376,347,26,25397
8377,11,0,25398
8378,148,8,25400
8379,425,33,25403
8380,28,5,25404
8381,65,7,25405
8382,77,14,25406
8383,21,4,25408
8384,310,30,25410
8385,2300,118,25411
8386,234,21,25413
8387,133,6,25415
8388,57,11,25416
8389,121,13,25417
8390,187,18,25418
8391,30,1,25419
8392,51,3,25420
8393,17,1,25421
8394,18,2,25422
8395,124,3,25424
8396,38,5,25425
8397,89,5,25426
8398,67,9,25427
8399,433,38,25428
8400,383,28,25429
8401,78,9,25431
8402,355,31,25432
8403,1319,87,25434
8404,35,7,25435
8405,22,2,25436
8406,45,2,25437
8407,69,8,25438
8408,70,7,25439
8409,78,3,25440
8410,17,2,25441
8411,100,10,25442
8412,13,3,25444
8413,29,2,25445
8414,48,4,25446
8415,75,12,25447
8416,115,16,25448
8417,20,6,25449
8418,14,1,25450
8419,23,3,25451
8420,56,7,25452
8421,413,50,25453
8422,225,10,25454
8423,31,5,25455
8424,33,7,25456
8425,24,3,25457
8426,43,9,25458
8427,40,5,25459
8428,19,2,25460
8429,95,8,25461
8430,6297,303,25462
8431,1695,131,25463
8432,20,4,25464
8433,48,3,25465
8434,76,4,25466
8435,292,27,25467
8436,97,7,25468
8437,117,8,25469
8438,39,7,25470
8439,43,3,25471
8440,107,13,25473
8441,11,1,25474
8442,287,17,25475
8443,33,3,25476
8444,49,3,25477
8445,40,7,25478
8446,137,20,25479
8447,44,4,25481
8448,115,8,25482
8449,7,3,25483
8450,19,6,25485
8451,61,13,25486
8452,32,1,25488
8453,59,10,25489
8454,105,8,25490
8455,29,4,25491
8456,13,3,25492
8457,144,8,25493
8458,83,4,25494
8459,414,42,25495
8460,35,4,25496
8461,117,13,25497
8462,23,2,25499
8463,23,3,25500
8464,76,9,25502
8465,36,3,25503
8466,27,3,25504
8467,367,20,25505
8468,21,1,25506
8469,26,0,25507
8470,190,12,25508
8471,49,2,25510
8472,56,9,25511
8473,495,54,25512
8474,55,9,25514
8475,53,7,25515
8476,17,1,25516
8477,48,4,25517
8478,22,2,25518
8479,397,31,25519
8480,51,8,25520
8481,38,5,25521
8482,38,7,25522
8483,146,17,25523
8484,203,18,25524
8485,31,6,25525
8486,481,35,25526
8487,691,38,25527
8488,11,2,25528
8489,256,19,25529
8490,509,59,25532
8491,28,4,25534
8492,42,4,25535
8493,29,5,25536
8494,63,7,25537
8495,15,0,25538
8496,1812,125,25539
8497,66,4,25540
8498,69,9,25541
8499,184,17,25542
8500,46,2,25544
8501,21,3,25545
8502,22,4,25546
8503,1521,90,25547
8504,22,2,25548
8505,139,10,25549
8506,32,4,25550
8507,23,3,25551
8508,27,8,25552
8509,80,2,25553
8510,33,5,25554
8511,224,18,25555
8512,30,1,25557
8513,107,11,25558
8514,32,7,25559
8515,443,45,25560
8516,51,5,25561
8517,27,4,25562
8518,28,0,25563
8519,181,8,25564
8520,20,2,25565
8521,56,11,25566
8522,35,1,25567
8523,89,16,25569
8524,124,11,25571
8525,13,3,25572
8526,58,5,25574
8527,124,13,25575
8528,675,56,25578
8529,13,1,25579
8530,4340,296,25580
8531,11,0,25582
8532,48,7,25583
8533,26,6,25584
8534,189,22,25586
8535,28,0,25588
8536,43,5,25589
8537,17,1,25590
8538,61,4,25591
8539,153,16,25592
8540,69,4,25594
8541,40,4,25595
8542,69,6,25597
8543,56,7,25598
8544,4,1,25599
8545,23,3,25600
8546,294,31,25601
8547,18,3,25602
8548,38,3,25604
8549,81,15,25605
8550,20,7,25607
8551,16,3,25608
8552,136,9,25609
8553,78,6,25611
8554,122,9,25612
8555,47,8,25613
8556,1018,69,25614
8557,116,11,25615
8558,40,4,25616
8559,90,12,25617
8560,57,9,25618
8561,36,6,25619
8562,77,7,25620
8563,65,11,25621
8564,29,9,25622
8565,34,7,25623
8566,25,7,25624
8567,33,4,25626
8568,80,9,25627
8569,37,2,25629
8570,17,3,25630
8571,49,4,25631
8572,918,54,25632
8573,272,17,25633
8574,68,12,25634
8575,37,5,25635
8576,52,13,26001
8577,360,45,26002
8578,357,49,26004
8579,238,27,26005
8580,371,41,26006
8581,18,3,26007
8582,206,28,26008
8583,343,32,26009
8584,907,98,26010
8585,513,46,26011
8586,17,3,26013
8587,68,15,26014
8588,14,4,26015
8589,67,9,26016
8590,73,5,26019
8591,23,6,26020
8592,33,8,26021
8593,23,2,26022
8594,164,17,26023
8595,54,9,26024
8596,39,8,26025
8597,17,0,26026
8598,41,8,26027
8599,40,12,26028
8600,178,21,26031
8601,61,12,26032
8602,140,15,26033
8603,77,11,26034
8604,92,10,26035
8605,19,3,26036
8606,567,62,26037
8607,188,25,26038
8608,94,21,26039
8609,49,2,26040
8610,217,23,26041
8611,237,15,26042
8612,14,7,26043
8613,316,38,26045
8614,19,9,26046
8615,27,0,26047
8616,15,7,26048
8617,164,19,26049
8618,11,4,26050
8619,21,4,26051
8620,39,9,26052
8621,179,32,26054
8622,40,12,26055
8623,207,25,26056
8624,3070,206,26057
8625,5124,348,26058
8626,82,8,26059
8627,63,12,26060
8628,78,11,26061
8629,640,46,26063
8630,1191,124,26064
8631,142,38,26065
8632,24,5,26067
8633,32,11,26068
8634,20,2,26069
8635,105,14,26070
8636,216,20,26071
8637,184,36,26072
8638,37,4,26073
8639,235,32,26074
8640,160,14,26077
8641,93,14,26078
8642,198,30,26079
8643,90,14,26081
8644,13,3,26082
8645,348,32,26083
8646,602,85,26084
8647,494,48,26085
8648,208,14,26086
8649,211,33,26087
8650,583,65,26088
8651,13,2,26089
8652,70,16,26092
8653,57,9,26093
8654,187,29,26094
8655,194,26,26095
8656,412,56,26096
8657,118,15,26097
8658,24,8,26098
8659,71,12,26099
8660,76,8,26100
8661,29,10,26101
8662,23,8,26102
8663,94,13,26103
8664,21,6,26104
8665,28,7,26105
8666,167,14,26106
8667,119,17,26107
8668,2567,173,26108
8669,72,10,26110
8670,24,8,26111
8671,43,8,26112
8672,1411,104,26113
8673,894,64,26114
8674,97,20,26115
8675,954,85,26116
8676,10,2,26117
8677,314,28,26118
8678,215,32,26119
8679,139,22,26121
8680,35,4,26122
8681,778,95,26124
8682,195,25,26125
8683,32,6,26126
8684,15,1,26127
8685,16,3,26128
8686,124,25,26129
8687,18,1,26131
8688,44,10,26133
8689,23,5,26134
8690,38,6,26135
8691,19,4,26136
8692,33,9,26137
8693,252,35,26138
8694,223,34,26139
8695,72,20,26140
8696,37,9,26141
8697,32,5,26142
8698,250,19,26143
8699,335,51,26144
8700,93,8,26145
8701,360,46,26146
8702,347,55,26148
8703,183,37,26149
8704,29,5,26153
8705,84,13,26154
8706,200,26,26155
8707,162,27,26156
8708,101,20,26157
8709,18,6,26159
8710,223,17,26160
8711,223,31,26162
8712,28,4,26164
8713,1812,168,26165
8714,1120,89,26166
8715,197,11,26167
8716,167,14,26168
8717,224,27,26169
8718,430,50,26170
8719,40,4,26171
8720,169,24,26172
8721,133,21,26173
8722,128,20,26174
8723,26,4,26175
8724,229,44,26176
8725,106,19,26177
8726,122,17,26178
8727,315,35,26179
8728,64,15,26180
8729,90,18,26181
8730,317,42,26182
8731,193,22,26183
8732,139,29,26185
8733,9,3,26186
8734,222,21,26188
8735,38,4,26189
8736,19,2,26190
8737,223,26,26191
8738,67,7,26192
8739,185,13,26193
8740,116,28,26194
8741,62,8,26195
8742,211,21,26196
8743,381,46,26197
8744,9408,623,26198
8745,19,3,26200
8746,29,2,26201
8747,54,8,26202
8748,29,9,26203
8749,30,12,26204
8750,20,1,26205
8751,472,77,26206
8752,127,34,26207
8753,243,37,26208
8754,120,22,26210
8755,248,31,26211
8756,180,28,26212
8757,140,10,26213
8758,17,7,26214
8759,159,14,26215
8760,154,20,26216
8761,37,7,26217
8762,402,43,26218
8763,2103,124,26220
8764,19,4,26221
8765,94,20,26223
8766,27,5,26224
8767,108,17,26225
8768,73,14,26226
8769,16,4,26229
8770,483,63,26231
8771,94,7,26232
8772,59,20,26233
8773,166,23,26234
8774,3043,247,26235
8775,26,3,26236
8776,70,5,26238
8777,44,5,26239
8778,35,10,26240
8779,38,19,26241
8780,181,13,26243
8781,14,2,26244
8782,26,3,26246
8783,112,13,26247
8784,49,5,26248
8785,148,17,26249
8786,371,52,26250
8787,69,14,26251
8788,2119,138,26252
8789,20,4,26253
8790,17,1,26256
8791,85,10,26257
8792,150,14,26258
8793,59,9,26259
8794,71,4,26261
8795,51,7,26262
8796,36,5,26263
8797,123,11,26264
8798,31,3,26268
8799,11,3,26269
8800,29,6,26270
8801,458,41,26271
8802,47,14,26272
8803,136,16,26273
8804,228,24,26275
8805,74,10,26276
8806,32,10,26277
8807,53,8,26278
8808,27,5,26279
8809,11546,702,26281
8810,50,5,26282
8811,51,12,26284
8812,77,10,26285
8813,87,23,26287
8814,80,8,26288
8815,388,26,26289
8816,110,9,26290
8817,18,0,26291
8818,69,13,26292
8819,64,17,26293
8820,92,20,26294
8821,373,44,26295
8822,95,21,26298
8823,34,4,26299
8824,759,64,26301
8825,101,10,26302
8826,21,2,26303
8827,46,10,26304
8828,184,22,26305
8829,92,18,26306
8830,962,84,26307
8831,49,12,26308
8832,61,10,26309
8833,27,13,26310
8834,329,36,26311
8835,117,24,26312
8836,776,61,26313
8837,74,12,26314
8838,105,8,26315
8839,30,10,26316
8840,122,13,26317
8841,94,18,26319
8842,186,19,26320
8843,80,10,26321
8844,93,11,26322
8845,281,50,26323
8846,1330,88,26324
8847,1413,102,26325
8848,166,18,26326
8849,43,5,26327
8850,14,3,26328
8851,45,14,26329
8852,431,68,26330
8853,72,8,26331
8854,633,86,26332
8855,1685,99,26333
8856,22,3,26334
8857,53,3,26335
8858,132,10,26336
8859,387,34,26337
8860,329,36,26338
8861,258,27,26339
8862,129,11,26340
8863,139,14,26341
8864,32,4,26342
8865,22,2,26343
8866,65,23,26344
8867,404,47,26345
8868,55,12,26346
8869,1729,130,26347
8870,396,44,26348
8871,54,15,26349
8872,24,4,26350
8873,34,5,26352
8874,86,14,26353
8875,57,12,26355
8876,24,6,26356
8877,464,63,26357
8878,226,41,26358
8879,91,12,26360
8880,78,6,26361
8881,24018,1274,26362
8882,82,18,26364
8883,114,18,26365
8884,159,23,26367
8885,109,6,26368
8886,27,4,26369
8887,32,9,26370
8888,68,15,26373
8889,32,5,26376
8890,261,34,26377
8891,11,2,26378
8892,92,14,26379
8893,92,12,26380
8894,110,19,26381
8895,71,7,26382
8896,66,6,27001
8897,92,6,27002
8898,321,29,27003
8899,29,3,27004
8900,157,19,27005
8901,41,5,27006
8902,276,26,27008
8903,173,15,27009
8904,30,2,27010
8905,190,19,27011
8906,64,6,27012
8907,118,10,27013
8908,129,12,27014
8909,207,15,27015
8910,2640,167,27016
8911,129,6,27017
8912,204,18,27018
8913,57,10,27019
8914,356,29,27020
8915,72,5,27021
8916,643,45,27022
8917,141,11,27023
8918,187,13,27025
8919,58,5,27026
8920,44,7,27027
8921,96,12,27028
8922,111,18,27031
8923,74,6,27032
8924,54,9,27033
8925,76,10,27034
8926,43,5,27035
8927,107,12,27036
8928,165,27,27037
8929,68,5,27038
8930,99,14,27039
8931,88,10,27040
8932,20,1,27042
8933,161,26,27043
8934,192,23,27044
8935,101,8,27045
8936,47,1,27046
8937,59,6,27047
8938,45,6,27048
8939,153,12,27049
8940,201,18,27050
8941,956,81,27051
8942,121,11,27052
8943,35,3,27053
8944,115,9,27054
8945,65,9,27055
8946,3588,223,27056
8947,48,6,27057
8948,43,3,27058
8949,72,7,27059
8950,75,7,27061
8951,131,10,27062
8952,33,8,27063
8953,127,17,27064
8954,798,70,27065
8955,49,6,27066
8956,241,20,27067
8957,44,11,27068
8958,205,17,27069
8959,117,14,27070
8960,32,7,27071
8961,118,19,27072
8962,131,12,27073
8963,75,10,27074
8964,98,11,27075
8965,86,16,27076
8966,167,17,27077
8967,34,2,27078
8968,71,4,27079
8969,20,1,27081
8970,420,27,27082
8971,44,3,27083
8972,56,3,27085
8973,42,6,27089
8974,499,32,27090
8975,123,15,27091
8976,25,2,27094
8977,76,7,27095
8978,81,16,27096
8979,119,9,27097
8980,19,2,27098
8981,126,9,27099
